id;nom;niveau;complexite;discipline;sphere;cout;tempsIncantation;uniteIncantation;difficulte;cle;effet;rulebook;effetJeu;perception;duree;dureeUnite;cibles;tags
la-flamme-de-kali;La flamme de Kali;2;25;Invocatoire;Ombre;5;6;Tour;20;Sablier rempli de sable noir (consommé), rune d'ombre sur la cible, cérémonie nocturne à la lueur de Shar;Le mage plonge ses mains dans le torse de sa cible mort vivante et lui arrache le reste de son cœur, qu'il jette en direction de Shar pour créer un pont spirituel avec le cœur de Kalimsshar. Il scelle ce lien en plaçant le sablier dans la plaie béante. Le mort-vivant ainsi ensorcelé restera animé jusqu'au premier jour du prochain Augure du Fataliste et se libère ainsi des contraintes d'existences lui étant imposées. Par contre, il tombera en poussière à ce moment quelles que soit l'origine de sa mort-vivance (les sorts dotés d'une Complexité supérieure ou les Faveurs d'un dragon peuvent garantir sa survie au gré du Meneur). S'il se dissipe, il n'est plus possible de l'animer de nouveau.;secrets-de-kalimsshar;Le mort-vivant ensorcelé reste animé jusqu'au premier jour du prochain Augure du Fataliste et se libère des contraintes d'existence qui lui étaient imposées. Il tombe en poussière à ce moment, quelle que soit l'origine de sa mort-vivance — un sort de Complexité supérieure ou la Faveur d'un dragon peuvent garantir sa survie, au gré du meneur de jeu. Une fois dissipé, il ne peut plus être animé de nouveau.;Le mage plonge ses mains dans le torse de la cible, lui arrache le reste de son cœur et le jette en direction de Shar pour créer un pont spirituel avec le cœur de Kalimsshar, puis scelle le lien en plaçant le sablier dans la plaie béante.;;;;buff,summoning,ritual
dette-de-kalimsshar;Dette de Kalimsshar;2;25;Invocatoire;Ombre;7;3;Tour;17;Sablier de sable noir à briser (consommé), sentiment de peur chez la cible (à provoquer), regard fixe;Ce sort permet d'altérer la force vitale qui sous-tend l'âme d'un humain pour le faire vieillir. La cible, située à moins de 50m, vieillit de 5+1/NR ans. La cible vieillit visuellement en accéléré, sa pilosité abonde et son visage se creuse instantanément de rides. On ne peut lancer ce sort que deux fois sur la même cible, après quoi l'âme est altérée et peu malléable. Si ce sort modifie l'âge en passant d'une tranche d'âge à une autre, le personnage subit les effets néfastes de cette évolution, mais aucun des effets bénéfiques. On ne peut décéder directement des effets de ce sort, mais l'état dans lequel il laisse la victime peut provoquer son trépas en quelques jours si elle est âgée, affaiblie ou très malade.;secrets-de-kalimsshar;La cible, à moins de 50 m, vieillit de (5 + 1 par NR) ans. Ne peut être lancé que deux fois sur la même cible, après quoi l'âme est altérée et peu malléable. Si le sort fait changer de tranche d'âge, le personnage subit les effets néfastes de cette évolution mais aucun des effets bénéfiques. On ne peut pas mourir directement du sort, mais l'état dans lequel il laisse la victime peut provoquer son trépas en quelques jours si elle est âgée, affaiblie ou très malade.;La cible vieillit visuellement en accéléré : sa pilosité abonde et son visage se creuse instantanément de rides.;;;;debuff,enemy,ritual
flux-vital;Flux vital;2;40;Invocatoire;Ombre;7;2;Action;22;Runes de l'Ombre, position (bras tendus, frémissement profond, yeux fermés), deux poignées de poudre d'obsidienne (au moins 40 g au total, consommées);Le mage lève les bras au ciel et les braque vers deux cibles à moins de (Sphère x5)m de lui en lançant la poudre. Celle ci se change en arcs d'énergie pourpre crépitants entre ses mains et ses cibles. Le mage peut alors à son gré interchanger des cases de blessures entre les cibles, qu'elles soient cochées ou non et dans le même niveau de blessure. Il peut décider d'être un des protagonistes. Si une cible est non-consentante, elle peut résister par un jet de Physique+Volonté contre le score d'invocation du mage pour chaque case de blessure. Le sort dure 1+1/NR tours et transfert dure une action complexe par case transférée. Aucune case n'est régénérée par ce processus et les deux cibles subissent des souffrances intenses durant tout le sort, ce qui les oblige à se concentrer pour supporter la douleur. (-2 en Volonté).;secrets-de-kalimsshar;Vise deux cibles à moins de (Sphère × 5) m, le mage pouvant être l'une d'elles. Il échange à son gré des cases de blessure entre elles, cochées ou non, dans le même niveau de blessure. Une cible non consentante résiste par un jet de Physique + Volonté contre le score d'invocation, pour chaque case. Chaque transfert coûte une action complexe. Aucune case n'est régénérée par ce processus, et les deux cibles subissent des souffrances intenses pendant tout le sort, ce qui leur impose -2 en Volonté.;La poudre lancée se change en arcs d'énergie pourpre crépitant entre les mains du mage et ses cibles.;1 + 1 par NR;round;2;healing,debuff,combat
etreinte-de-lombre;Etreinte de l'ombre;2;25;Invocatoire;Ombre;7;1;Tour;15;Fiole de sang de Moryagorn mélangée à du charbon (consommée), kata de la mygale d'ombre (Physique+Conn. de la magie Diff.15), rictus grimaçant;Le mage jette la fiole d'ichor noirâtre aux pieds d'une cible de taille humaine située à moins de 25 m (ou disperse le mélange dans une zone donnée) et exécute une danse complexe. La matière visqueuse s'étire alors en de longs filets d'ombre gluante dont les plus épais ressemblent à des serpents. La cible doit effectuer un jet de Physique+Esquive en Opposition contre le score d'invocation du mage pour ne pas être Saisie. La zone affectée est de 16 m² (2m de rayon)+5 m²/NR et toutes les cibles présentes dans la zone sont affectées. Si un personnage est Saisi, les tentacules ont une Force égale à la Sphère d'ombre du lanceur et s'en libérer demande une action et un jet de Physique+Force contre une Difficulté de Mental+Ombre du mage. Il n'est pas possible de trancher ou détruire physiquement les tentacules d'ombre qui se reforment magiquement. Ce sort dure 3+2/NR tours.;secrets-de-kalimsshar;"Zone de 16 m² (2 m de rayon) + 5 m² par NR, à moins de 25 m ; toutes les cibles présentes sont affectées. Chacune doit réussir un jet de Physique + Esquive en opposition contre le score d'invocation pour ne pas être Saisie. Les tentacules ont une Force égale à la Sphère d'ombre du lanceur ; s'en libérer demande une action et un jet de Physique + Force contre une Difficulté de Mental + Ombre du mage. Impossible de les trancher ou de les détruire physiquement : ils se reforment magiquement.";L'ichor noirâtre jeté au sol s'étire en longs filets d'ombre gluante, dont les plus épais ressemblent à des serpents.;3 + 2 par NR;round;;debuff,area,combat
portail-de-desespoir;Portail de désespoir;2;40;Invocatoire;Ombre;10;1;Tour;20;Runes de l'ombre et des rêves entremêlées (Manuel+Don artistique: Dessin Diff.15), posture de méditation, râles moqueurs;Ce sort est semblable au sort Psychonaute des mages des rêves. Il ne s'utilise par contre que sur une cible en proie à un cauchemar. Le ou les intrus (un par point en Sphère de l'ombre au maximum) entrant dans le cauchemar rencontreront toujours des situation désagréables ou dangereuses, vu l'état d'esprit du dormeur. Il est possible de rester dans le cauchemar tant que le dormeur est inconscient. Si les intrus règlent la situation effrayante (comme détruire un monstre hideux et agressif...), ils risquent de transformer le cauchemar en rêve et doivent alors instantanément jeter 1D10 (non modifiable, pas de Tendances) sous leur Volonté. Si ce jet est manqué, ils se dissolvent et disparaissent comme dans le cas d'un réveil inopiné. Si ce jet est réussi, ils sont bannis de l'esprit du dormeur, qui s'éveillera quelques minutes plus tard en se souvenant d'avoir rêvé d'eux.;secrets-de-kalimsshar;"Semblable au Psychonaute des mages des rêves, mais utilisable uniquement sur une cible en proie à un cauchemar. Les intrus — un par point en Sphère de l'ombre au maximum — y rencontrent toujours des situations désagréables ou dangereuses, vu l'état d'esprit du dormeur, et peuvent rester tant qu'il est inconscient. S'ils règlent la situation effrayante et risquent de transformer le cauchemar en rêve, chacun jette aussitôt 1D10 non modifiable, sans Tendances, sous sa Volonté : raté, il se dissout et disparaît comme lors d'un réveil inopiné ; réussi, il est banni de l'esprit du dormeur, qui s'éveille quelques minutes plus tard en se souvenant d'avoir rêvé de lui.";;;;;movement,detection,ritual
echardes-dombre;Echardes d'ombre;2;35;Sorcellerie;Ombre;7;2;Heure;22;Rune de l'ombre, longs clous métalliques enduits d'huile noire (consommés), posture (à genoux, yeux fermés);Le mage enfonce les clous le long des os du dos de sa main pour en faire des fléchettes mortelles. Lorsqu'il le désire, le mage peut en une action retirer un clou et le lancer sur une cible située jusqu'à FOR x3 m. Les clous se lancent avec la Compétence Armes de jet, sont considérés comme des dards et offrent un bonus de +1 au toucher par jour complet passés dans le mage (au maximum égal à deux fois le score de Tendance Fatalité au moment du lancement du sort, qui est la durée maximale du sort). Les clous sont indétectables à l'œil nu tant qu'ils sont enfoncés et lors de leur lancement, ils laissent un long sillage de fumée glaciale et noirâtre. Tant qu'il conserve les clous en lui, le mage doit garder cochées autant de cases de blessures que la moitié du nombre de clous (arrondi au supérieur) en commençant par les Egratignures. Ces cases sont impossibles à effacer ou déplacer que ce soit par magie ou par médecine. Une fois le clou retiré, chacune se soigne comme des dommages de corps à corps.;secrets-de-kalimsshar;"Le mage enfonce des clous le long des os du dos de sa main. En une action, il en retire un et le lance sur une cible jusqu'à (FOR × 3) m, avec la Compétence Armes de jet ; les clous comptent comme des dards et gagnent +1 au toucher par jour complet passé dans le mage, jusqu'à deux fois le score de Tendance Fatalité au lancement — qui est aussi la durée maximale du sort. Tant qu'il les garde en lui, le mage doit garder cochées autant de cases de blessure que la moitié du nombre de clous, arrondie au supérieur, en commençant par les Égratignures ; ces cases sont impossibles à effacer ou déplacer, par magie comme par médecine, et ne se soignent comme des dommages de corps à corps qu'une fois le clou retiré.";"Les clous sont indétectables à l'œil nu tant qu'ils sont enfoncés ; lancés, ils laissent un long sillage de fumée glaciale et noirâtre.";;;;attack,self,combat
servitude-de-lombre;Servitude de l'ombre;2;30;Sorcellerie;Ombre;10;30;Minute;20;Rune de l'ombre, cadavres (consommés), sang du mage (causant une Egratignure);Ce sort permet de transformer 1+1/NR cadavres ou squelettes en un serviteurs animés dénués de toute émotivité. Une partie du caractère de chaque défunt est encore perceptible (brutalité, finesse, rébellion,...), mais les mort-vivants sont amnésique, à peine conscient de leur état. Il sont soumis à la volonté du mage et resteront animés jusqu'au prochain jour du Serpent. Le mage subit une Egratignure de plus par NR car plus de sang est nécessaire.;secrets-de-kalimsshar;Transforme (1 + 1 par NR) cadavres ou squelettes en serviteurs animés dénués de toute émotivité, soumis à la volonté du mage et animés jusqu'au prochain jour du Serpent. Le mage subit une Égratignure de plus par NR, davantage de sang étant nécessaire.;Une partie du caractère de chaque défunt reste perceptible — brutalité, finesse, rébellion — mais les morts-vivants sont amnésiques et à peine conscients de leur état.;;;1 + 1 par NR;summoning,ritual
presence-sulfureuse;Présence sulfureuse;3;45;Instinctive;Ombre;7;2;Action;17;Rune de l'ombre, poudre de diamant (au moins dix grammes, consommée), mélopée rapide;Le mage étale la poudre de diamant sur son visage en psalmodiant. Il se pare alors d'une allure prestigieuse apte à subjuguer ses interlocuteurs. Il peut influencer 1+1/NR personnes durant une heure. Les cibles affectées considèrent le mage avec intérêt, appréciant son jugement et cherchant instinctivement à lui plaire et à s'en approcher. Le mage peut influencer les avis des cibles, mais les revirements notables demandent un jet de Social+Présence en Opposition contre Mental+Volonté de la victime. Un revirement complet et la négation des convictions profondes est impossible.;secrets-de-kalimsshar;"Influence (1 + 1 par NR) personnes pendant une heure. Les cibles considèrent le mage avec intérêt, apprécient son jugement et cherchent instinctivement à lui plaire et à s'en approcher. Il peut infléchir leurs avis, mais tout revirement notable demande un jet de Social + Présence en opposition contre le Mental + Volonté de la victime ; un revirement complet et la négation de convictions profondes restent impossibles.";Le mage étale la poudre de diamant sur son visage en psalmodiant et se pare d'une allure prestigieuse.;1;hour;1 + 1 par NR;buff,illusion,self,social
vision-traumatique;Vision traumatique;3;75;Invocatoire;Ombre;13;5;Tour;20;Rune de l'ombre, cercle d'évocation tracé au sang de fluix (Manuel+Conn. de la magie Diff. 15), sang de fluix (consommé);"Le mage crée un pont spirituel avec le Gouffre des Ames. Il échange alors l'esprit de sa victime, à vue, avec une âme errante et incomplète. La victime peut résister par un jet de Mental+Volonté contre le score d'incantation du mage si elle possède une Volonté supérieure ou égale à celle du mage d'ombre. Si la victime ne résiste pas, elle subit alors la pire expérience d'Outre Tombe possible tout en restant consciente. Durant ce temps, l'esprit échangée tente de se libérer de ce corps qui la fait souffrir. Le corps est pris de convulsions, se mutile et cherche à se dégrader. Le sort dure 1+2/NR tours. Lors du retour de l'esprit de la victime, cette dernière doit effectuer un jet de Mental+Volonté contre une Difficulté de 15+3 par tour passé hors de son corps. Si ce jet est raté, l'esprit ne peut se réintégrer et deviendra un Esprit tourmenté. L'esprit prisonnier mutilera alors le corps jusqu'à la mort. Si le personnage retrouve son esprit, il aura subi une Egratignure par tour du sort et restera à jamais marqué. Il obtient alors le Désavantage "" Mauvais Souvenir "" et ""Déviance"" (au choix), ce dernier se manifestant dans les semaines suivantes comme un effet secondaire.";secrets-de-kalimsshar;Échange l'esprit d'une victime à vue avec une âme errante et incomplète. Elle résiste par un jet de Mental + Volonté contre le score d'incantation si sa Volonté est supérieure ou égale à celle du mage. Sans résistance, elle subit la pire expérience d'Outre-Tombe possible tout en restant consciente. Au retour, elle doit réussir un jet de Mental + Volonté contre une Difficulté de 15 + 3 par tour passé hors de son corps : raté, l'esprit ne peut se réintégrer, devient un Esprit tourmenté et mutile le corps jusqu'à la mort. Si le personnage retrouve son esprit, il a subi une Égratignure par tour du sort et reste marqué à jamais : il obtient le Désavantage « Mauvais Souvenir » ou « Déviance », au choix, ce dernier se manifestant dans les semaines suivantes.;Le corps est pris de convulsions, se mutile et cherche à se dégrader, tandis que l'esprit échangé tente de se libérer de ce corps qui le fait souffrir.;1 + 2 par NR;round;;attack,debuff,enemy,ritual
rappel-draconique;Rappel draconique;3;55;Invocatoire;Ombre;25;4;Tour;25;Un os de dragon (consommé), de la terre corrompue de Kali mêlée à un peu d'élément du dragon (consommée), cercle d'invocation spectral (Manuel+Conn. de la magie Diff.15);Le Mage de l'Ombre évoque l'esprit élémentaire du dragon décédé à qui appartient l'os. Le dragon se manifeste sous une forme spectrale, composée d'Ombre et de restes de sa matière élémentaire tutélaire. L'esprit est souvent furieux d'avoir été extirpé du flux élémentaire où il sommeillait et le mage devra effectuer un jet de Mental + Volonté en Opposition contre Volonté + Tranche d'âge du dragon. Ce dernier possède les caractéristiques de sa forme draconique (sauf pour les enfants de Khy). Par NR, le spectre est soumis pour un quart d'heure. Durant ce temps, son corps obéit au mage et agit pour lui. Le dragon reste de toutes façons réticent et refusera d'instruire le mage ou de répondre à ses auestions à moins aue le mage n'effectue un jet similaire pour chaque question. En cas de combat, le dragon dispose de toutes ses factultés et devra les utiliser. Il ne laisse aucune trace et tous ses coups physiques sont portés avec son corps spectral, qui gèle et nécrose les chairs (dommages normaux). Si le mage n'obtient pas de NR à son jet de contrôle initial, le Dragon reste inactif et invective copieusement le mage avant de se dissiper. Il persiste un tour par tranche d'âge. Si le jet est raté, le dragon est libre de toute entrave et agresse le mage tant qu'il persiste. Si le jet est un Echec critique, le dragon dévore l'âme du personnage et emmène son corps dans le flot élémentaire dont il provient. Le mage meurt sans recours.;secrets-de-kalimsshar;Évoque l'esprit élémentaire du dragon décédé à qui appartient l'os, avec les caractéristiques de sa forme draconique — sauf pour les enfants de Khy. Le mage effectue un jet de Mental + Volonté en opposition contre Volonté + Tranche d'âge du dragon : chaque NR soumet le spectre pour un quart d'heure, pendant lequel il obéit et agit pour le mage. Il reste réticent et refuse d'instruire le mage ou de répondre à ses questions, sauf nouveau jet similaire par question. En combat, il dispose de toutes ses facultés et doit les utiliser. Sans NR au jet de contrôle initial, il reste inactif, invective copieusement le mage et se dissipe, persistant un tour par tranche d'âge. Jet raté, il est libre de toute entrave et agresse le mage tant qu'il persiste. Échec critique, il dévore l'âme du personnage et emmène son corps dans le flot élémentaire dont il provient : le mage meurt sans recours.;Le dragon se manifeste sous une forme spectrale, composée d'Ombre et de restes de sa matière élémentaire tutélaire, souvent furieux d'avoir été extirpé du flux où il sommeillait. Il ne laisse aucune trace et tous ses coups physiques, portés avec son corps spectral, gèlent et nécrosent les chairs.;;;;summoning,combat,ritual
malediction-de-kalimsshar;Malédiction de Kalimsshar;3;60;Sorcellerie;Ombre;10;30;Minute;27;Poupée (consommée), goutte de sueur de la victime (consommée), cérémonie d'asservissement (Social + Conn. de la magie Diff. 15);Ce sort, d'une portée de 20m, entraîne la transformation de la cible en mort-vivant. La cible résiste à chaque tour par un jet de Mental + Volonté de diff. 20 pour éviter de perdre virtuellement un point de Volonté. Le sort dure Sphére + 1/NR tours. Si elle arrive virtuellement à 0 en Volonté, la victime devient un mort-vivant asservi (voir ci-dessus) et passe sous le contrôle du nécromancien. Elle perd toute humanité et devient un monstre inexpressif. La malédiction peut être arrêtée si le mage meurt avant la fin de la transformation qui dure un tour complet. Le personnage est mort et injouable. Si le personnage résiste au sort, les points de Volonté 'perdus' sont ignorés et il devient immunisé à ce sortilège;secrets-de-kalimsshar;Portée de 20 m. La cible résiste chaque tour par un jet de Mental + Volonté de Difficulté 20 pour éviter de perdre virtuellement un point de Volonté. Arrivée virtuellement à 0, elle devient un mort-vivant asservi sous le contrôle du nécromancien, perd toute humanité et devient un monstre inexpressif — le personnage est mort et injouable. La malédiction peut être arrêtée si le mage meurt avant la fin de la transformation, qui dure un tour complet. Si la cible résiste au sort, les points de Volonté « perdus » sont ignorés et elle devient immunisée à ce sortilège.;;;;;attack,enemy,ritual
augure;Augure;3;100;Sorcellerie;Ombre;16;1;Heure;25;Neufs tablettes de matière élémentaire marquées de leur rune, sablier de cristal (détruit), Sang de Moryagorn (consommé);La mage tente de décrypter les mystères du destin par une prédiction. Il brise le sablier et étale le sable, l'asperge de Sang de Moryagorn et y jette les tablettes élémentaires. Selon leurs positions, il détermine la trame du destin. Il peut aloirs avoir une évocation de l'avenir probable d'un personnage, d'un groupe, d'un objet, d'une situation (résumable en deux mots). Il apprend alors l'élément dominant du future de la cible dans une période donnée : avec un jet réussi, le sort indique l'élément dominant de la prochaine année, avec 1 NR, sur les 10 prochaines années et avec 2 NR, sur le prochain siècle. Le sort ne donne que l'élément principal de la période donnée. Il se peut parfois que le sort révèle un avenir lointain, mais plus important alors que le mage recherche des informations proches. Tels sont les mystères du temps. Si un personnage est insatisfait de l'augure, il peut décider de Briser Le Destin. Pour ce faire, comme le destin n'est que potentiel, il doit puiser dans son propre avenir pour changer les choses. Il doit donc dépenser sur le champs des points d'Expérience et énoncer clairement son désir de Briser Le Destin. La dépense varie selon l'importance des faits bouleversés. Mineur: une mauvaise rencontre, un mauvais voyage 10pts / Notable: un mariage, la mort d'un PNJ mineur ou d'un PJ anonyme 20pts / Important: une guerre locale, la mort d'un héros ou d'un PJ célèbre, les plans d'un dragon 30pts / Bouleversement: la mort d'un roi, une guerre d'ampleur, les plans d'un Grand Dragon 40pts. A ce moment, le Maître de Jeu peut mettre en scène l'accomplissement d'une quête au cours de laquelle le personnage aura l'opportunité de réussir à Briser Le Destin, mais où il ne gagnera que la moitiré des points d'Expérience prévus. Ses éventuels compagnons, s'ils n'ont pas décidé de Briser Le Destin, ne sont pas soumis à cette réduction mais ne pourront rien faire pour changer le cours des choses. Ni accomplir de faits héroïques, ni arriver au bon moment pour infléchir l'avenir.;secrets-de-kalimsshar;"Donne l'élément dominant de l'avenir probable d'un personnage, d'un groupe, d'un objet ou d'une situation résumable en deux mots : la prochaine année sur un jet réussi, les 10 prochaines années avec 1 NR, le prochain siècle avec 2 NR. Le sort ne livre que l'élément principal de la période, et peut parfois révéler un avenir lointain alors que le mage cherchait des informations proches. Un personnage insatisfait peut Briser Le Destin en dépensant sur-le-champ des points d'Expérience et en énonçant clairement son désir : 10 points pour un fait mineur, 20 pour un fait notable, 30 pour un fait important, 40 pour un bouleversement. Le meneur de jeu met alors en scène une quête où le personnage peut y parvenir, mais où il ne gagne que la moitié des points d'Expérience prévus ; ses compagnons n'ayant pas décidé de Briser Le Destin ne subissent pas cette réduction, mais ne peuvent rien faire pour changer le cours des choses.";"Le mage brise le sablier, étale le sable, l'asperge de Sang de Moryagorn et y jette les tablettes élémentaires ; leurs positions déterminent la trame du destin.";;;;detection,ritual
au-guet;Au guet !;1;15;Instinctive;Cités;3;1;Action;15;cri très fort 'à la garde !', une entaille sur un doigt;Le mage crie à l'aide et les forces de l'ordre les plus proches entendent automatiquement ce cri. Elles apprennent instantanément la localisation du mage, sa nature de mage, et ressentent le besoin de se précipiter aussitôt à son aide. Ce sort ne fonctionne que dans les limites d'une cité. Les mages des Cités ayant une réputation sulfureuse, ils n'utiliseront ce sort qu'en dernière extrémité.;colere-des-dragons;Les forces de l'ordre les plus proches entendent automatiquement le cri du mage, apprennent instantanément sa localisation et sa nature de mage, et ressentent le besoin de se précipiter à son aide. Ne fonctionne que dans les limites d'une cité. Les mages des Cités ayant une réputation sulfureuse, ils ne l'utilisent qu'en dernière extrémité.;;;;;communication,urban,social
fenetre-des-revelations;Fenêtre des révélations;1;10;Invocatoire;Cités;3;1;Tour;15;goutte d'eau, posture pensive, une fenêtre;Une pellicule moirée s'étire sur le cadre de la fenêtre. Regarder par cette fenêtre dévoile automatiquement au mage toute illusion visuelle ou mentale située dans son champ visuel. Il peut ensuite retrouver les illusions découvertes grâce à un jet de Mental + Perception de Difficulté 20, en bénéficiant d'un bonus égal aux NR obtenus au lancement.;colere-des-dragons;Regarder par la fenêtre dévoile automatiquement au mage toute illusion visuelle ou mentale dans son champ visuel. Il peut ensuite retrouver les illusions découvertes sur un jet de Mental + Perception de Difficulté 20, avec un bonus égal aux NR obtenus au lancement.;Une pellicule moirée s'étire sur le cadre de la fenêtre.;;;;detection,object,urban
poutre-trompeuse;Poutre trompeuse;1;5;Instinctive;Cités;2;1;Action;15;chambranle de porte, se taper légèrement le front;Le mage désigne une porte à moins de vingt mètres et se tape légèrement le front. La prochaine personne à passer la porte se cognera la tête (quelle que soit sa taille). La victime perd de précieuses secondes à se masser le crâne (une seule si elle porte un casque d'armure moyenne ou lourde). Ce sort sert souvent à se débarrasser de poursuivants ou à se moquer de sa victime en société.;colere-des-dragons;Le mage désigne une porte à moins de vingt mètres. La prochaine personne à la passer s'y cogne la tête, quelle que soit sa taille, et perd de précieuses secondes à se masser le crâne — une seule si elle porte un casque d'armure moyenne ou lourde. Sert souvent à se débarrasser de poursuivants ou à se moquer de sa victime en société.;Le mage se tape légèrement le front.;;;;debuff,enemy,urban
pas-du-gecko;Pas du gecko;3;55;Invocatoire;Cités;10;3;Tour;20;pattes de gecko (consommées), rune de la cité, mains et pieds nus;Les pattes de gecko se fondent dans la main du personnage, et ses pieds et mains commencent à ressembler aux doigts de ce lézard. Il peut se déplacer sur les surfaces lisses horizontales ou verticales sans problème, même à l'envers. Ses jets d'Athlétisme liés à l'escalade bénéficient d'un bonus de +10. Ce sort dure (1 + NR) minutes.;colere-des-dragons;Le personnage se déplace sans problème sur les surfaces lisses horizontales ou verticales, même à l'envers. Ses jets d'Athlétisme liés à l'escalade bénéficient d'un bonus de +10.;"Les pattes de gecko se fondent dans la main du personnage ; ses pieds et ses mains commencent à ressembler aux doigts de ce lézard.";1 + NR;minute;;movement,buff,self,exploration
peinture-de-dissimulation;Peinture de dissimulation;3;100;Sorcellerie;Cités;20;5;Heure;20;peinture pour bâtiment (cf. Alchimie), rune de l'oubli, sang de dragon des Cités révélé (durable);Le mage doit s'isoler de toute influence extérieure et se concentrer longuement avant de mélanger le sang de dragon à la peinture. Quand le mage repeint les façades d'un édifice avec cette peinture enchantée pour un jour, ce bâtiment devient invisible pour tout autre que lui (en fait, les gens passent sans le remarquer). En cas de soupçons, on peut déceler la supercherie sur un jet de Mental + Perception de Difficulté 35 cette difficulté tombe à 25 pour un dragon, et à 20 pour un dragon des Cités. Les effets de ce sortilège durent 1 cycle.;colere-des-dragons;"Le mage repeint les façades d'un édifice avec cette peinture, enchantée pour un jour. Le bâtiment devient invisible pour tout autre que lui — en fait, les gens passent sans le remarquer. En cas de soupçons, la supercherie se décèle sur un jet de Mental + Perception de Difficulté 35 ; 25 pour un dragon, 20 pour un dragon des Cités.";;1;cycle;;illusion,place,urban
dard-de-feu;Dard de feu;2;35;Instinctive;Feu;5;1;Action;15;graviers de soufre (consommés), posture (geste de lancer), cri rageur;Le mage lance un projectile de flammes comprimées vers son adversaire jusqu'à 50 m. Le dard est rapide, mais s'esquive et se pare avec un bouclier normalement. Il inflige 15+1D10 points de dommages et peut éventuellement enflammer des matériaux percés au point d'impact (tunique, cheveux, cape...).;colere-des-dragons;Projectile lancé jusqu'à 50 m, infligeant 15 + 1D10 points de dommages. Rapide, mais s'esquive et se pare normalement au bouclier. Peut enflammer les matériaux percés au point d'impact — tunique, cheveux, cape.;Le mage lance un projectile de flammes comprimées.;;;;attack,enemy,combat
grele-de-feu;Grêle de feu;2;40;Invocatoire;Feu;12;14;Tour;20;lave élémentaire (consommée), dent de dragon gravée d'or, morceau de verre (consommé);Le mage lance la lave vers le ciel, où elle se fond dans les nuages soufrés qui s'accumulent durant toute la durée de l'incantation (charge à lui de la manipuler). Il saisit ensuite le morceau de verre et regarde une zone qu'il fracasse au travers, avant de la brasser avec la dent de dragon. Au tour suivant, une grêle de feu commence à tomber du ciel, touchant une zone de 1200 m² (forme au choix ou cercle de 40 m de diamètre). La grêle dure 10 tours et possède un effet de Barrage de 14+D/NR (voir Viris, p.91). Une cible peut être touchée à chaque tour et la grêle inflige 3D10 points de dommage. À la fin de la grêle, la zone touchée est entièrement dévastée, les bâtiments sont lourdement endommagés ou détruits et un incendie est probable dans les zones naturelles boisées ou les villes.;colere-des-dragons;Au tour suivant l'incantation, une grêle de feu tombe du ciel sur 1200 m² — forme au choix, ou cercle de 40 m de diamètre. Dure 10 tours, avec un effet de Barrage de 14 + D par NR. Une cible peut être touchée à chaque tour, pour 3D10 points de dommages. À la fin, la zone est entièrement dévastée, les bâtiments lourdement endommagés ou détruits, et un incendie est probable dans les zones boisées ou les villes.;La lave lancée vers le ciel se fond dans les nuages soufrés qui s'accumulent pendant toute l'incantation.;10;round;;attack,area,combat
transe-belgorienne;Transe belgorienne;2;35;Invocatoire;Feu;8;8;Tour;20;ennemi vaincu (consommé), danse de colère, cercle runique du feu;Ce sort barbare est originaire des sorciers des Lacs Sanglants. En entraînant 1+NR cibles dans une danse guerrière et haineuse, le mage les asperge de gouttelettes de sang. Les cibles sont alors prises d'une transe qui leur confère un bonus de toucher et de dommages égal à leur Volonté. Ce sort dure une demi-heure. Durant cette durée, les cibles ne peuvent effectuer qu'une action de défense (parade ou esquive) par tour, ne peuvent plus avoir un comportement colérique et irascible invivable.;colere-des-dragons;Entraîne (1 + NR) cibles dans une transe qui leur confère un bonus de toucher et de dommages égal à leur Volonté, pendant une demi-heure. Pendant ce temps, elles ne peuvent effectuer qu'une action de défense — parade ou esquive — par tour, et adoptent un comportement colérique et irascible invivable.;Le mage entraîne ses cibles dans une danse guerrière et haineuse et les asperge de gouttelettes de sang.;30;minute;1 + NR;buff,debuff,ally,combat
